r,g,b,h,s,v,c,m,y,k,hex,name
152,118,84,0.0833,0.4474,0.5961,0.0,0.2237,0.4474,0.4039,987654,Pale Brown
175,64,53,0.015,0.6971,0.6863,0.0,0.6343,0.6971,0.3137,AF4035,Pale Carmine
155,196,226,0.5704,0.3142,0.8863,0.3142,0.1327,0.0,0.1137,9BC4E2,Pale Cerulean
221,173,175,0.9931,0.2172,0.8667,0.0,0.2172,0.2081,0.1333,DDADAF,Pale Chestnut
218,138,103,0.0507,0.5275,0.8549,0.0,0.367,0.5275,0.1451,DA8A67,Pale Copper
171,205,239,0.5833,0.2845,0.9373,0.2845,0.1423,0.0,0.0627,ABCDEF,Pale Cornflower Blue
230,190,138,0.0942,0.4,0.902,0.0,0.1739,0.4,0.098,E6BE8A,Pale Gold
238,232,170,0.152,0.2857,0.9333,0.0,0.0252,0.2857,0.0667,EEE8AA,Pale Goldenrod
152,251,152,0.3333,0.3944,0.9843,0.3944,0.0,0.3944,0.0157,98FB98,Pale Green
220,208,255,0.7092,0.1843,1.0,0.1373,0.1843,0.0,0.0,DCD0FF,Pale Lavender
249,132,229,0.8618,0.4699,0.9765,0.0,0.4699,0.0803,0.0235,F984E5,Pale Magenta
250,218,221,0.9844,0.128,0.9804,0.0,0.128,0.116,0.0196,FADADD,Pale Pink
221,160,221,0.8333,0.276,0.8667,0.0,0.276,0.0,0.1333,DDA0DD,Pale Plum
219,112,147,0.9455,0.4886,0.8588,0.0,0.4886,0.3288,0.1412,DB7093,Pale Red Violet
150,222,209,0.4699,0.3243,0.8706,0.3243,0.0,0.0586,0.1294,96DED1,Pale Robin Egg Blue
201,192,187,0.0595,0.0697,0.7882,0.0,0.0448,0.0697,0.2118,C9C0BB,Pale Silver
236,235,189,0.1631,0.1992,0.9255,0.0,0.0042,0.1992,0.0745,ECEBBD,Pale Spring Bud
188,152,126,0.0699,0.3298,0.7373,0.0,0.1915,0.3298,0.2627,BC987E,Pale Taupe
219,112,147,0.9455,0.4886,0.8588,0.0,0.4886,0.3288,0.1412,DB7093,Pale Violet Red
120,24,74,0.9132,0.8,0.4706,0.0,0.8,0.3833,0.5294,78184A,Pansy Purple
255,239,213,0.1032,0.1647,1.0,0.0,0.0627,0.1647,0.0,FFEFD5,Papaya Whip
80,200,120,0.3889,0.6,0.7843,0.6,0.0,0.4,0.2157,50C878,Paris Green
174,198,207,0.5455,0.1594,0.8118,0.1594,0.0435,0.0,0.1882,AEC6CF,Pastel Blue
131,105,83,0.0764,0.3664,0.5137,0.0,0.1985,0.3664,0.4863,836953,Pastel Brown
207,207,196,0.1667,0.0531,0.8118,0.0,0.0,0.0531,0.1882,CFCFC4,Pastel Gray
119,221,119,0.3333,0.4615,0.8667,0.4615,0.0,0.4615,0.1333,77DD77,Pastel Green
244,154,194,0.9259,0.3689,0.9569,0.0,0.3689,0.2049,0.0431,F49AC2,Pastel Magenta
255,179,71,0.0978,0.7216,1.0,0.0,0.298,0.7216,0.0,FFB347,Pastel Orange
255,209,220,0.9601,0.1804,1.0,0.0,0.1804,0.1373,0.0,FFD1DC,Pastel Pink
179,158,181,0.8188,0.1271,0.7098,0.011,0.1271,0.0,0.2902,B39EB5,Pastel Purple
255,105,97,0.0084,0.6196,1.0,0.0,0.5882,0.6196,0.0,FF6961,Pastel Red
203,153,201,0.84,0.2463,0.7961,0.0,0.2463,0.0099,0.2039,CB99C9,Pastel Violet
253,253,150,0.1667,0.4071,0.9922,0.0,0.0,0.4071,0.0078,FDFD96,Pastel Yellow
128,0,128,0.8333,1.0,0.502,0.0,1.0,0.0,0.498,800080,Patriarch
83,104,120,0.5721,0.3083,0.4706,0.3083,0.1333,0.0,0.5294,536878,Payne Grey
255,229,180,0.1089,0.2941,1.0,0.0,0.102,0.2941,0.0,FFE5B4,Peach
255,218,185,0.0786,0.2745,1.0,0.0,0.1451,0.2745,0.0,FFDAB9,Peach Puff
250,223,173,0.1082,0.308,0.9804,0.0,0.108,0.308,0.0196,FADFAD,Peach Yellow
209,226,49,0.1827,0.7832,0.8863,0.0752,0.0,0.7832,0.1137,D1E231,Pear
234,224,200,0.1176,0.1453,0.9176,0.0,0.0427,0.1453,0.0824,EAE0C8,Pearl
136,216,192,0.45,0.3704,0.8471,0.3704,0.0,0.1111,0.1529,88D8C0,Pearl Aqua
230,226,0,0.1638,1.0,0.902,0.0,0.0174,1.0,0.098,E6E200,Peridot
204,204,255,0.6667,0.2,1.0,0.2,0.2,0.0,0.0,CCCCFF,Periwinkle
28,57,187,0.6363,0.8503,0.7333,0.8503,0.6952,0.0,0.2667,1C39BB,Persian Blue
50,18,122,0.7179,0.8525,0.4784,0.5902,0.8525,0.0,0.5216,32127A,Persian Indigo
217,144,88,0.0724,0.5945,0.851,0.0,0.3364,0.5945,0.149,D99058,Persian Orange
247,127,190,0.9125,0.4858,0.9686,0.0,0.4858,0.2308,0.0314,F77FBE,Persian Pink
112,28,28,0.0,0.75,0.4392,0.0,0.75,0.75,0.5608,701C1C,Persian Plum
204,51,51,0.0,0.75,0.8,0.0,0.75,0.75,0.2,CC3333,Persian Red
254,40,162,0.905,0.8425,0.9961,0.0,0.8425,0.3622,0.0039,FE28A2,Persian Rose
223,0,255,0.8124,1.0,1.0,0.1255,1.0,0.0,0.0,DF00FF,Phlox
0,15,137,0.6484,1.0,0.5373,1.0,0.8905,0.0,0.4627,000F89,Phthalo Blue
18,53,36,0.419,0.6604,0.2078,0.6604,0.0,0.3208,0.7922,123524,Phthalo Green
253,221,230,0.9531,0.1265,0.9922,0.0,0.1265,0.0909,0.0078,FDDDE6,Piggy Pink
1,121,111,0.4861,0.9917,0.4745,0.9917,0.0,0.0826,0.5255,01796F,Pine Green
255,192,203,0.9709,0.2471,1.0,0.0,0.2471,0.2039,0.0,FFC0CB,Pink
252,116,253,0.8321,0.5415,0.9922,0.004,0.5415,0.0,0.0078,FC74FD,Pink Flamingo
247,143,167,0.9615,0.4211,0.9686,0.0,0.4211,0.3239,0.0314,F78FA7,Pink Sherbet
231,172,207,0.9011,0.2554,0.9059,0.0,0.2554,0.1039,0.0941,E7ACCF,Pink Pearl
147,197,114,0.2671,0.4213,0.7725,0.2538,0.0,0.4213,0.2275,93C572,Pistachio
229,228,226,0.1111,0.0131,0.898,0.0,0.0044,0.0131,0.102,E5E4E2,Platinum
221,160,221,0.8333,0.276,0.8667,0.0,0.276,0.0,0.1333,DDA0DD,Plum
255,90,54,0.0299,0.7882,1.0,0.0,0.6471,0.7882,0.0,FF5A36,Portland Orange
176,224,230,0.5185,0.2348,0.902,0.2348,0.0261,0.0,0.098,B0E0E6,Powder Blue
255,143,0,0.0935,1.0,1.0,0.0,0.4392,1.0,0.0,FF8F00,Princeton Orange
0,49,83,0.5683,1.0,0.3255,1.0,0.4096,0.0,0.6745,003153,Prussian Blue
223,0,255,0.8124,1.0,1.0,0.1255,1.0,0.0,0.0,DF00FF,Psychedelic Purple
204,136,153,0.9583,0.3333,0.8,0.0,0.3333,0.25,0.2,CC8899,Puce
255,117,24,0.0671,0.9059,1.0,0.0,0.5412,0.9059,0.0,FF7518,Pumpkin
128,0,128,0.8333,1.0,0.502,0.0,1.0,0.0,0.498,800080,Purple
105,53,156,0.7508,0.6603,0.6118,0.3269,0.6603,0.0,0.3882,69359C,Purple Heart
157,129,186,0.7485,0.3065,0.7294,0.1559,0.3065,0.0,0.2706,9D81BA,Purple Mountain'S Majesty
150,120,182,0.7473,0.3407,0.7137,0.1758,0.3407,0.0,0.2863,9678B6,Purple Mountain Majesty
254,78,218,0.8674,0.6929,0.9961,0.0,0.6929,0.1417,0.0039,FE4EDA,Purple Pizzazz
80,64,77,0.8646,0.2,0.3137,0.0,0.2,0.0375,0.6863,50404D,Purple Taupe
93,138,168,0.5667,0.4464,0.6588,0.4464,0.1786,0.0,0.3412,5D8AA8,Rackley
255,53,94,0.9662,0.7922,1.0,0.0,0.7922,0.6314,0.0,FF355E,Radical Red
227,11,93,0.9367,0.9515,0.8902,0.0,0.9515,0.5903,0.1098,E30B5D,Raspberry
145,95,109,0.9533,0.3448,0.5686,0.0,0.3448,0.2483,0.4314,915F6D,Raspberry Glace
226,80,152,0.9178,0.646,0.8863,0.0,0.646,0.3274,0.1137,E25098,Raspberry Pink
179,68,108,0.9399,0.6201,0.702,0.0,0.6201,0.3966,0.298,B3446C,Raspberry Rose
214,138,89,0.0653,0.5841,0.8392,0.0,0.3551,0.5841,0.1608,D68A59,Raw Sienna
255,51,204,0.875,0.8,1.0,0.0,0.8,0.2,0.0,FF33CC,Razzle Dazzle Rose
227,37,107,0.9386,0.837,0.8902,0.0,0.837,0.5286,0.1098,E3256B,Razzmatazz
255,0,0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,FF0000,Red
255,83,73,0.0092,0.7137,1.0,0.0,0.6745,0.7137,0.0,FF5349,Red Orange
165,42,42,0.0,0.7455,0.6471,0.0,0.7455,0.7455,0.3529,A52A2A,Red Brown
199,21,133,0.8951,0.8945,0.7804,0.0,0.8945,0.3317,0.2196,C71585,Red Violet
0,64,64,0.5,1.0,0.251,1.0,0.0,0.0,0.749,004040,Rich Black
215,0,64,0.9504,1.0,0.8431,0.0,1.0,0.7023,0.1569,D70040,Rich Carmine
8,146,208,0.5517,0.9615,0.8157,0.9615,0.2981,0.0,0.1843,0892D0,Rich Electric Blue
182,102,210,0.7901,0.5143,0.8235,0.1333,0.5143,0.0,0.1765,B666D2,Rich Lilac
176,48,96,0.9375,0.7273,0.6902,0.0,0.7273,0.4545,0.3098,B03060,Rich Maroon
65,72,51,0.2222,0.2917,0.2824,0.0972,0.0,0.2917,0.7176,414833,Rifle Green
31,206,203,0.4971,0.8495,0.8078,0.8495,0.0,0.0146,0.1922,1FCECB,Robin'S Egg Blue
255,0,127,0.917,1.0,1.0,0.0,1.0,0.502,0.0,FF007F,Rose
249,66,158,0.9162,0.7349,0.9765,0.0,0.7349,0.3655,0.0235,F9429E,Rose Bonbon
103,72,70,0.0101,0.3204,0.4039,0.0,0.301,0.3204,0.5961,674846,Rose Ebony
183,110,121,0.9749,0.3989,0.7176,0.0,0.3989,0.3388,0.2824,B76E79,Rose Gold
227,38,54,0.9859,0.8326,0.8902,0.0,0.8326,0.7621,0.1098,E32636,Rose Madder
255,102,204,0.8889,0.6,1.0,0.0,0.6,0.2,0.0,FF66CC,Rose Pink
170,152,169,0.8426,0.1059,0.6667,0.0,0.1059,0.0059,0.3333,AA98A9,Rose Quartz
144,93,93,0.0,0.3542,0.5647,0.0,0.3542,0.3542,0.4353,905D5D,Rose Taupe
171,78,82,0.9928,0.5439,0.6706,0.0,0.5439,0.5205,0.3294,AB4E52,Rose Vale
101,0,11,0.9818,1.0,0.3961,0.0,1.0,0.8911,0.6039,65000B,Rosewood
212,0,0,0.0,1.0,0.8314,0.0,1.0,1.0,0.1686,D40000,Rosso Corsa
188,143,143,0.0,0.2394,0.7373,0.0,0.2394,0.2394,0.2627,BC8F8F,Rosy Brown
0,56,168,0.6111,1.0,0.6588,1.0,0.6667,0.0,0.3412,0038A8,Royal Azure
65,105,225,0.625,0.7111,0.8824,0.7111,0.5333,0.0,0.1176,4169E1,Royal Blue
202,44,146,0.8924,0.7822,0.7922,0.0,0.7822,0.2772,0.2078,CA2C92,Royal Fuchsia
120,81,169,0.7405,0.5207,0.6627,0.2899,0.5207,0.0,0.3373,7851A9,Royal Purple
224,17,95,0.9372,0.9241,0.8784,0.0,0.9241,0.5759,0.1216,E0115F,Ruby
255,0,40,0.9739,1.0,1.0,0.0,1.0,0.8431,0.0,FF0028,Ruddy
187,101,40,0.0692,0.7861,0.7333,0.0,0.4599,0.7861,0.2667,BB6528,Ruddy Brown
225,142,150,0.9839,0.3689,0.8824,0.0,0.3689,0.3333,0.1176,E18E96,Ruddy Pink
168,28,7,0.0217,0.9583,0.6588,0.0,0.8333,0.9583,0.3412,A81C07,Rufous
128,70,27,0.071,0.7891,0.502,0.0,0.4531,0.7891,0.498,80461B,Russet
183,65,14,0.0503,0.9235,0.7176,0.0,0.6448,0.9235,0.2824,B7410E,Rust
0,86,63,0.4554,1.0,0.3373,1.0,0.0,0.2674,0.6627,00563F,Sacramento State Green
139,69,19,0.0694,0.8633,0.5451,0.0,0.5036,0.8633,0.4549,8B4513,Saddle Brown
255,103,0,0.0673,1.0,1.0,0.0,0.5961,1.0,0.0,FF6700,Safety Orange
244,196,48,0.1259,0.8033,0.9569,0.0,0.1967,0.8033,0.0431,F4C430,Saffron
35,41,122,0.6552,0.7131,0.4784,0.7131,0.6639,0.0,0.5216,23297A,Saint Patrick Blue
255,140,105,0.0389,0.5882,1.0,0.0,0.451,0.5882,0.0,FF8C69,Salmon
255,145,164,0.9712,0.4314,1.0,0.0,0.4314,0.3569,0.0,FF91A4,Salmon Pink
194,178,128,0.1263,0.3402,0.7608,0.0,0.0825,0.3402,0.2392,C2B280,Sand
150,113,23,0.1181,0.8467,0.5882,0.0,0.2467,0.8467,0.4118,967117,Sand Dune
236,213,64,0.1444,0.7288,0.9255,0.0,0.0975,0.7288,0.0745,ECD540,Sandstorm
244,164,96,0.0766,0.6066,0.9569,0.0,0.3279,0.6066,0.0431,F4A460,Sandy Brown
150,113,23,0.1181,0.8467,0.5882,0.0,0.2467,0.8467,0.4118,967117,Sandy Taupe
80,125,42,0.257,0.664,0.4902,0.36,0.0,0.664,0.5098,507D2A,Sap Green
15,82,186,0.6014,0.9194,0.7294,0.9194,0.5591,0.0,0.2706,0F52BA,Sapphire
203,161,53,0.12,0.7389,0.7961,0.0,0.2069,0.7389,0.2039,CBA135,Satin Sheen Gold
255,36,0,0.0235,1.0,1.0,0.0,0.8588,1.0,0.0,FF2400,Scarlet
255,216,0,0.1412,1.0,1.0,0.0,0.1529,1.0,0.0,FFD800,School Bus Yellow
118,255,122,0.3382,0.5373,1.0,0.5373,0.0,0.5216,0.0,76FF7A,Screamin Green
0,105,148,0.5484,1.0,0.5804,1.0,0.2905,0.0,0.4196,006994,Sea Blue
46,139,87,0.4068,0.6691,0.5451,0.6691,0.0,0.3741,0.4549,2E8B57,Sea Green
50,20,20,0.0,0.6,0.1961,0.0,0.6,0.6,0.8039,321414,Seal Brown
255,245,238,0.0686,0.0667,1.0,0.0,0.0392,0.0667,0.0,FFF5EE,Seashell
255,186,0,0.1216,1.0,1.0,0.0,0.2706,1.0,0.0,FFBA00,Selective Yellow
112,66,20,0.0833,0.8214,0.4392,0.0,0.4107,0.8214,0.5608,704214,Sepia
138,121,93,0.1037,0.3261,0.5412,0.0,0.1232,0.3261,0.4588,8A795D,Shadow
69,206,162,0.4465,0.665,0.8078,0.665,0.0,0.2136,0.1922,45CEA2,Shamrock
0,158,96,0.4346,1.0,0.6196,1.0,0.0,0.3924,0.3804,009E60,Shamrock Green
252,15,192,0.8755,0.9405,0.9882,0.0,0.9405,0.2381,0.0118,FC0FC0,Shocking Pink
136,45,23,0.0324,0.8309,0.5333,0.0,0.6691,0.8309,0.4667,882D17,Sienna
192,192,192,0.0,0.0,0.7529,0.0,0.0,0.0,0.2471,C0C0C0,Silver
203,65,11,0.0469,0.9458,0.7961,0.0,0.6798,0.9458,0.2039,CB410B,Sinopia
0,116,116,0.5,1.0,0.4549,1.0,0.0,0.0,0.5451,007474,Skobeloff
135,206,235,0.5483,0.4255,0.9216,0.4255,0.1234,0.0,0.0784,87CEEB,Sky Blue
207,113,175,0.8901,0.4541,0.8118,0.0,0.4541,0.1546,0.1882,CF71AF,Sky Magenta
106,90,205,0.6899,0.561,0.8039,0.4829,0.561,0.0,0.1961,6A5ACD,Slate Blue
112,128,144,0.5833,0.2222,0.5647,0.2222,0.1111,0.0,0.4353,708090,Slate Gray
0,51,153,0.6111,1.0,0.6,1.0,0.6667,0.0,0.4,003399,Smalt
147,61,65,0.9922,0.585,0.5765,0.0,0.585,0.5578,0.4235,933D41,Smokey Topaz
16,12,8,0.0833,0.5,0.0627,0.0,0.25,0.5,0.9373,100C08,Smoky Black
255,250,250,0.0,0.0196,1.0,0.0,0.0196,0.0196,0.0,FFFAFA,Snow
15,192,252,0.5422,0.9405,0.9882,0.9405,0.2381,0.0,0.0118,0FC0FC,Spiro Disco Ball
167,252,0,0.2229,1.0,0.9882,0.3373,0.0,1.0,0.0118,A7FC00,Spring Bud
0,255,127,0.4163,1.0,1.0,1.0,0.0,0.502,0.0,00FF7F,Spring Green
70,130,180,0.5758,0.6111,0.7059,0.6111,0.2778,0.0,0.2941,4682B4,Steel Blue
250,218,94,0.1325,0.624,0.9804,0.0,0.128,0.624,0.0196,FADA5E,Stil De Grain Yellow
153,0,0,0.0,1.0,0.6,0.0,1.0,1.0,0.4,990000,Stizza
0,128,128,0.5,1.0,0.502,1.0,0.0,0.0,0.498,008080,Stormcloud
228,217,111,0.151,0.5132,0.8941,0.0,0.0482,0.5132,0.1059,E4D96F,Straw
255,204,51,0.125,0.8,1.0,0.0,0.2,0.8,0.0,FFCC33,Sunglow
250,214,165,0.0961,0.34,0.9804,0.0,0.144,0.34,0.0196,FAD6A5,Sunset
253,94,83,0.0108,0.6719,0.9922,0.0,0.6285,0.6719,0.0078,FD5E53,Sunset Orange
210,180,140,0.0952,0.3333,0.8235,0.0,0.1429,0.3333,0.1765,D2B48C,Tan
249,77,0,0.0515,1.0,0.9765,0.0,0.6908,1.0,0.0235,F94D00,Tangelo
242,133,0,0.0916,1.0,0.949,0.0,0.4504,1.0,0.051,F28500,Tangerine
255,204,0,0.1333,1.0,1.0,0.0,0.2,1.0,0.0,FFCC00,Tangerine Yellow
72,60,50,0.0758,0.3056,0.2824,0.0,0.1667,0.3056,0.7176,483C32,Taupe
139,133,137,0.8889,0.0432,0.5451,0.0,0.0432,0.0144,0.4549,8B8589,Taupe Gray
205,87,0,0.0707,1.0,0.8039,0.0,0.5756,1.0,0.1961,CD5700,Tawny
208,240,192,0.2778,0.2,0.9412,0.1333,0.0,0.2,0.0588,D0F0C0,Tea Green
244,194,194,0.0,0.2049,0.9569,0.0,0.2049,0.2049,0.0431,F4C2C2,Tea Rose
0,128,128,0.5,1.0,0.502,1.0,0.0,0.0,0.498,008080,Teal
54,117,136,0.5386,0.6029,0.5333,0.6029,0.1397,0.0,0.4667,367588,Teal Blue
0,109,91,0.4725,1.0,0.4275,1.0,0.0,0.1651,0.5725,006D5B,Teal Green
226,114,91,0.0284,0.5973,0.8863,0.0,0.4956,0.5973,0.1137,E2725B,Terra Cotta
216,191,216,0.8333,0.1157,0.8471,0.0,0.1157,0.0,0.1529,D8BFD8,Thistle
222,111,161,0.9249,0.5,0.8706,0.0,0.5,0.2748,0.1294,DE6FA1,Thulian Pink
252,137,172,0.9493,0.4563,0.9882,0.0,0.4563,0.3175,0.0118,FC89AC,Tickle Me Pink
10,186,181,0.4953,0.9462,0.7294,0.9462,0.0,0.0269,0.2706,0ABAB5,Tiffany Blue
224,141,60,0.0823,0.7321,0.8784,0.0,0.3705,0.7321,0.1216,E08D3C,Tiger Eye
219,215,210,0.0926,0.0411,0.8588,0.0,0.0183,0.0411,0.1412,DBD7D2,Timberwolf
238,230,0,0.1611,1.0,0.9333,0.0,0.0336,1.0,0.0667,EEE600,Titanium Yellow
255,99,71,0.0254,0.7216,1.0,0.0,0.6118,0.7216,0.0,FF6347,Tomato
116,108,192,0.6825,0.4375,0.7529,0.3958,0.4375,0.0,0.2471,746CC0,Toolbox
255,200,124,0.0967,0.5137,1.0,0.0,0.2157,0.5137,0.0,FFC87C,Topaz
253,14,53,0.9728,0.9447,0.9922,0.0,0.9447,0.7905,0.0078,FD0E35,Tractor Red
128,128,128,0.0,0.0,0.502,0.0,0.0,0.0,0.498,808080,Trolley Grey
0,117,94,0.4672,1.0,0.4588,1.0,0.0,0.1966,0.5412,00755E,Tropical Rain Forest
0,115,207,0.5741,1.0,0.8118,1.0,0.4444,0.0,0.1882,0073CF,True Blue
65,125,193,0.5885,0.6632,0.7569,0.6632,0.3523,0.0,0.2431,417DC1,Tufts Blue
222,170,136,0.0659,0.3874,0.8706,0.0,0.2342,0.3874,0.1294,DEAA88,Tumbleweed
181,114,129,0.9627,0.3702,0.7098,0.0,0.3702,0.2873,0.2902,B57281,Turkish Rose
48,213,200,0.4869,0.7746,0.8353,0.7746,0.0,0.061,0.1647,30D5C8,Turquoise
0,255,239,0.4895,1.0,1.0,1.0,0.0,0.0627,0.0,00FFEF,Turquoise Blue
160,214,180,0.3951,0.2523,0.8392,0.2523,0.0,0.1589,0.1608,A0D6B4,Turquoise Green
102,66,77,0.9491,0.3529,0.4,0.0,0.3529,0.2451,0.6,66424D,Tuscan Red
138,73,107,0.9128,0.471,0.5412,0.0,0.471,0.2246,0.4588,8A496B,Twilight Lavender
102,2,60,0.9033,0.9804,0.4,0.0,0.9804,0.4118,0.6,66023C,Tyrian Purple
0,51,170,0.6167,1.0,0.6667,1.0,0.7,0.0,0.3333,0033AA,Ua Blue
217,0,76,0.9416,1.0,0.851,0.0,1.0,0.6498,0.149,D9004C,Ua Red
83,104,149,0.6136,0.443,0.5843,0.443,0.302,0.0,0.4157,536895,Ucla Blue
255,179,0,0.117,1.0,1.0,0.0,0.298,1.0,0.0,FFB300,Ucla Gold
60,208,112,0.3919,0.7115,0.8157,0.7115,0.0,0.4615,0.1843,3CD070,Ufo Green
1,68,33,0.4129,0.9853,0.2667,0.9853,0.0,0.5147,0.7333,014421,Up Forest Green
123,17,19,0.9969,0.8618,0.4824,0.0,0.8618,0.8455,0.5176,7B1113,Up Maroon
153,0,0,0.0,1.0,0.6,0.0,1.0,1.0,0.4,990000,Usc Cardinal
255,204,0,0.1333,1.0,1.0,0.0,0.2,1.0,0.0,FFCC00,Usc Gold
136,120,195,0.7022,0.3846,0.7647,0.3026,0.3846,0.0,0.2353,8878C3,Ube
255,111,255,0.8333,0.5647,1.0,0.0,0.5647,0.0,0.0,FF6FFF,Ultra Pink
18,10,143,0.6767,0.9301,0.5608,0.8741,0.9301,0.0,0.4392,120A8F,Ultramarine
65,102,245,0.6324,0.7347,0.9608,0.7347,0.5837,0.0,0.0392,4166F5,Ultramarine Blue
99,81,71,0.0595,0.2828,0.3882,0.0,0.1818,0.2828,0.6118,635147,Umber
91,146,229,0.6002,0.6026,0.898,0.6026,0.3624,0.0,0.102,5B92E5,United Nations Blue
183,135,39,0.1111,0.7869,0.7176,0.0,0.2623,0.7869,0.2824,B78727,University Of California Gold
255,255,102,0.1667,0.6,1.0,0.0,0.0,0.6,0.0,FFFF66,Unmellow Yellow
174,32,41,0.9894,0.8161,0.6824,0.0,0.8161,0.7644,0.3176,AE2029,Upsdell Red
225,173,33,0.1215,0.8533,0.8824,0.0,0.2311,0.8533,0.1176,E1AD21,Urobilin
211,0,63,0.9502,1.0,0.8275,0.0,1.0,0.7014,0.1725,D3003F,Utah Crimson
243,229,171,0.1343,0.2963,0.9529,0.0,0.0576,0.2963,0.0471,F3E5AB,Vanilla
197,179,88,0.1391,0.5533,0.7725,0.0,0.0914,0.5533,0.2275,C5B358,Vegas Gold
200,8,21,0.9887,0.96,0.7843,0.0,0.96,0.895,0.2157,C80815,Venetian Red
67,179,174,0.4926,0.6257,0.702,0.6257,0.0,0.0279,0.298,43B3AE,Verdigris
227,66,52,0.0133,0.7709,0.8902,0.0,0.7093,0.7709,0.1098,E34234,Vermilion
160,32,240,0.7692,0.8667,0.9412,0.3333,0.8667,0.0,0.0588,A020F0,Veronica
238,130,238,0.8333,0.4538,0.9333,0.0,0.4538,0.0,0.0667,EE82EE,Violet
50,74,178,0.6354,0.7191,0.698,0.7191,0.5843,0.0,0.302,324AB2,Violet Blue
247,83,148,0.9339,0.664,0.9686,0.0,0.664,0.4008,0.0314,F75394,Violet Red
64,130,109,0.447,0.5077,0.5098,0.5077,0.0,0.1615,0.4902,40826D,Viridian
146,39,36,0.0045,0.7534,0.5725,0.0,0.7329,0.7534,0.4275,922724,Vivid Auburn
159,29,53,0.9692,0.8176,0.6235,0.0,0.8176,0.6667,0.3765,9F1D35,Vivid Burgundy
218,29,129,0.9118,0.867,0.8549,0.0,0.867,0.4083,0.1451,DA1D81,Vivid Cerise
255,160,137,0.0325,0.4627,1.0,0.0,0.3725,0.4627,0.0,FFA089,Vivid Tangerine
159,0,255,0.7706,1.0,1.0,0.3765,1.0,0.0,0.0,9F00FF,Vivid Violet
0,66,66,0.5,1.0,0.2588,1.0,0.0,0.0,0.7412,004242,Warm Black
0,255,255,0.5,1.0,1.0,1.0,0.0,0.0,0.0,00FFFF,Waterspout
100,84,82,0.0185,0.18,0.3922,0.0,0.16,0.18,0.6078,645452,Wenge
245,222,179,0.1086,0.2694,0.9608,0.0,0.0939,0.2694,0.0392,F5DEB3,Wheat
255,255,255,0.0,0.0,1.0,0.0,0.0,0.0,0.0,FFFFFF,White
245,245,245,0.0,0.0,0.9608,0.0,0.0,0.0,0.0392,F5F5F5,White Smoke
255,67,164,0.914,0.7373,1.0,0.0,0.7373,0.3569,0.0,FF43A4,Wild Strawberry
252,108,133,0.9711,0.5714,0.9882,0.0,0.5714,0.4722,0.0118,FC6C85,Wild Watermelon
162,173,208,0.6268,0.2212,0.8157,0.2212,0.1683,0.0,0.1843,A2ADD0,Wild Blue Yonder
114,47,55,0.9801,0.5877,0.4471,0.0,0.5877,0.5175,0.5529,722F37,Wine
201,160,220,0.7806,0.2727,0.8627,0.0864,0.2727,0.0,0.1373,C9A0DC,Wisteria
115,134,120,0.3772,0.1418,0.5255,0.1418,0.0,0.1045,0.4745,738678,Xanadu
15,77,146,0.5878,0.8973,0.5725,0.8973,0.4726,0.0,0.4275,0F4D92,Yale Blue
255,255,0,0.1667,1.0,1.0,0.0,0.0,1.0,0.0,FFFF00,Yellow
255,174,66,0.0952,0.7412,1.0,0.0,0.3176,0.7412,0.0,FFAE42,Yellow Orange
154,205,50,0.2215,0.7561,0.8039,0.2488,0.0,0.7561,0.1961,9ACD32,Yellow Green
0,20,168,0.6468,1.0,0.6588,1.0,0.881,0.0,0.3412,0014A8,Zaffre
44,22,8,0.0648,0.8182,0.1725,0.0,0.5,0.8182,0.8275,2C1608,Zinnwaldite Brown


